Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
UPSRTC - KRJ0022,Ordinary Non AC Seater 2+3,19:00,07:00,12h 00m,796,52 Seats available,"3.6
5",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01,06:00,10h 59m,1184,40 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,09:31,14h 29m,857,52 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - LNI0192,Ordinary Non AC Seater 2+3,19:03,05:20,10h 17m,839,52 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,09:54,14h 51m,826,51 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - LNI0164,Rajdhani Non AC Seater 2+3,19:05,06:00,10h 55m,839,50 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - SBD0066,Ordinary Non AC Seater 2+3,19:35,06:30,10h 55m,839,52 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,10:15,14h 30m,865,52 Seats available,3.3,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:30,08h 00m,1599,12 Seats available,"4.7
1439",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:50,07:30,07h 40m,1424,26 Seats available,"4.6
1443",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,07:45,08h 00m,1424,21 Seats available,"4.6
1202",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
AdRaj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),23:00,07:00,08h 00m,1299,34 Seats available,"4.1
567",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:30,07h 35m,1199,7 Seats available,"4.6
685",Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
FlixBus,AC Seater (2+2),23:50,05:20,05h 30m,467.86,4 Seats available,"4.3
106",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:55,05h 56m,999,12 Seats available,"4.6
14",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Jaiswal Holidays,A/C Sleeper (2+1),22:40,04:30,05h 50m,1000,6 Seats available,3.0,Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,674,4 Seats available,"3.3
82",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:50,06:30,06h 40m,540,11 Seats available,"3.5
19",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:30,01:30,06h 00m,494,11 Seats available,"2.6
12",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:10,06:00,06h 50m,500,6 Seats available,"2.2
60",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
SHRI RAM TRAVELS,A/C Seater (2+2),23:00,04:35,05h 35m,705,17 Seats available,2.7,Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
New Khaira Transport,A/C Seater / Sleeper (2+1),23:40,04:50,05h 10m,675,4 Seats available,"2.8
30",Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Jaiswal Tour and Travels,A/C Sleeper (2+1),22:50,04:35,05h 45m,800,23 Seats available,1.3,Bareilly (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - DOR0002,Janrath AC Seater 2+2,18:00,00:30,06h 30m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - DOR0016,Janrath AC Seater 2+2,18:00,00:30,06h 30m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0010,Janrath AC Seater 2+2,18:30,00:30,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0012,Janrath AC Seater 2+2,19:00,01:00,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0077,Janrath AC Seater 2+2,19:01,01:01,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0014,Janrath AC Seater 2+2,19:30,01:30,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0016,Janrath AC Seater 2+2,20:00,02:00,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0018,Janrath AC Seater 2+2,20:30,02:30,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0081,Janrath AC Seater 2+2,20:31,02:31,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - MHB0247,Ordinary Non AC Seater 2+3,20:55,04:19,07h 24m,455,52 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0020,Janrath AC Seater 2+2,21:00,03:00,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0083,Janrath AC Seater 2+2,21:01,03:01,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - DOR0004,Rajdhani Non AC Seater 2+3,21:14,02:57,05h 43m,467,51 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0022,Janrath AC Seater 2+2,21:30,03:30,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0085,Janrath AC Seater 2+2,21:31,03:31,06h 00m,720,36 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - GKD0143,Janrath AC Seater 2+2,22:00,04:00,06h 00m,720,36 Seats available,"3.5
9",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - STD0374,Ordinary Non AC Seater 2+3,22:35,06:04,07h 29m,467,52 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - RPN0025,Pink Express AC Seater 2+2,23:00,05:00,06h 00m,720,40 Seats available,"1.7
7",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - MTH0021,Ordinary Non AC Seater 2+3,23:30,07:00,07h 30m,491,51 Seats available,3.3,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - VKS0416,Janrath AC Seater 2+3,23:55,06:30,06h 35m,572,48 Seats available,"2.7
9",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:40,05:30,05h 50m,1399,4 Seats available,4.1,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:45,05h 46m,647,7 Seats available,"3.6
83",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),23:46,05:33,05h 47m,699,13 Seats available,"3.4
49",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,550,25 Seats available,"3.1
12",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Panwar Travels,A/C Seater / Sleeper (2+1),21:30,02:55,05h 25m,846,17 Seats available,"3.7
4",Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
UPSRTC - MNP0152,Ordinary Non AC Seater 2+3,17:45,20:34,02h 49m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,20:06,02h 08m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,20:50,02h 45m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,21:50,03h 44m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - MNP0138,Ordinary Non AC Seater 2+3,18:10,21:16,03h 06m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - MNP0143,Ordinary Non AC Seater 2+3,18:30,21:36,03h 06m,255,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - ALI0011,Janrath AC Seater 2+2,18:31,21:30,02h 59m,335,10 Seats available,"2.3
17",Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,20:50,02h 18m,280,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0586,Ordinary Non AC Seater 2+3,18:35,20:00,01h 25m,277,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0159,Ordinary Non AC Seater 2+3,18:59,23:00,04h 01m,277,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:30,02:00,04h 30m,550,43 Seats available,2.1,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - LNI0547,Ordinary Non AC Seater 2+3,17:51,08:01,14h 10m,906,52 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - ALI0162,Janrath AC Seater 2+2,18:04,04:20,10h 16m,1233,36 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - SBD0582,Pink Express AC Seater 2+2,19:02,06:02,11h 00m,1184,41 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - AWD0116,Janrath AC Seater 2+3,19:30,07:30,12h 00m,1029,48 Seats available,"1.9
8",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - BRT0066,Ordinary Non AC Seater 2+3,19:30,08:35,13h 05m,870,52 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - AWD0191,Janrath AC Seater 2+2,19:30,03:30,08h 00m,1233,36 Seats available,"2.1
8",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - NDD0251,Ordinary Non AC Seater 2+3,20:19,04:30,08h 11m,875,52 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - AWD0190,Janrath AC Seater 2+2,20:31,04:30,07h 59m,1233,36 Seats available,"2.5
9",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - SBD0118,Pink Express AC Seater 2+2,21:01,07:00,09h 59m,1184,41 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - CBG0128,Janrath AC Seater 2+2,21:31,06:23,08h 52m,1204,35 Seats available,"1.4
7",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - SBD0114,Pink Express AC Seater 2+2,22:01,08:00,09h 59m,1184,41 Seats available,3.3,Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - AWD0189,Janrath AC Seater 2+2,22:01,05:30,07h 29m,1204,35 Seats available,"3.4
21",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - AWD0188,Janrath AC Seater 2+2,22:31,06:30,07h 59m,1233,35 Seats available,"3.2
34",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - KSB0067,Janrath AC Seater 2+2,23:00,07:45,08h 45m,1233,33 Seats available,"2.4
4",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - SBD0042,Janrath AC Seater 2+2,23:45,07:25,07h 40m,1204,34 Seats available,"3.0
6",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,07:00,08h 40m,479,14 Seats available,"4.7
1472",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,04:55,08h 15m,549,15 Seats available,"4.8
597",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07:35,08h 00m,469,22 Seats available,"4.8
568",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
AdIntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:10,06:10,08h 00m,889,14 Seats available,"4.3
352",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,05:50,08h 00m,549,18 Seats available,"4.8
443",Lucknow to Delhi,https://www.redbus.in/bus-tickets/lucknow-to-delhi
UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,22:20,04h 22m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,23:30,05h 25m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,01:50,07h 44m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02:35,08h 03m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,23:55,04h 55m,562,50 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05:05,10h 02m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,03:00,07h 54m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,19:58,02:40,06h 42m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,01:15,05h 08m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - SBD0587,Janrath AC Seater 2+2,20:32,04:30,07h 58m,760,31 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - FKP0021,Ordinary Non AC Seater 2+3,21:30,06:30,09h 00m,562,52 Seats available,3.3,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,06:02,08h 00m,662,35 Seats available,"3.5
66",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,719,31 Seats available,"1.7
17",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,700,40 Seats available,"3.4
12",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,600,44 Seats available,"1.3
22",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:30,06:00,08h 30m,550,43 Seats available,"1.0
6",Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,06:00,10h 00m,700,40 Seats available,3.4,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,891,16 Seats available,"3.7
17",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,699,17 Seats available,4.0,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+2),23:30,04:30,05h 00m,1261,16 Seats available,4.4,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:40,02:00,05h 20m,1759,11 Seats available,4.1,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Anshi Raj Shree Travels,A/C Seater/Sleeper (2+1),23:59,05:15,05h 16m,832,14 Seats available,"4.0
18",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:35,04:05,04h 30m,2439,4 Seats available,"4.0
14",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Sethi Yatra Company,A/C Seater/Sleeper (2+1),23:30,04:45,05h 15m,630,6 Seats available,"3.4
31",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04:15,05h 00m,649,21 Seats available,3.8,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:00,23:59,04h 59m,647,3 Seats available,"4.2
20",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:25,04:45,05h 20m,1099,5 Seats available,"4.7
6",Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
UPSRTC - LNI0049,Ordinary Non AC Seater 2+3,18:30,02:05,07h 35m,562,52 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,02:00,07h 28m,533,52 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - SBD0586,Janrath AC Seater 2+2,20:32,04:30,07h 58m,760,33 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,760,27 Seats available,"3.5
31",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,719,30 Seats available,"1.5
12",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,450,18 Seats available,"1.9
4",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,05:00,09h 20m,550,23 Seats available,1.9,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,700,40 Seats available,3.4,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,550,40 Seats available,3.4,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
