Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,04:35,05h 35m,499,22 Seats available,"4.2
55",Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
FRESHBUS,Electric A/C Seater (2+2),23:40,05:55,06h 15m,750,23 Seats available,"4.6
426",Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,670,21 Seats available,"3.0
7",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:05,02:30,07h 25m,666,5 Seats available,3.9,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,23:30,04h 00m,600,20 Seats available,"3.8
9",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
SBS Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,03:15,06h 45m,666,5 Seats available,4.2,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
KKaveri Travels,NON A/C Sleeper (2+1),20:45,02:30,05h 45m,700,20 Seats available,3.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,600,45 Seats available,"3.8
5",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,510,9 Seats available,"4.5
15",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,03:45,06h 25m,790,22 Seats available,3.8,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:45,06h 25m,494,18 Seats available,"4.7
5",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,441,22 Seats available,"3.5
14",Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam
TGSRTC - 9443,Super Luxury (Non AC Seater 2+2 Push Back),16:30,19:50,03h 20m,283,11 Seats available,"3.3
9",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),17:00,20:05,03h 05m,343,9 Seats available,"3.8
15",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7055,e-SUP LUXURY (2+2),17:10,20:10,03h 00m,283,31 Seats available,"4.5
20",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7395,Super Luxury (Non AC Seater 2+2 Push Back),17:20,20:20,03h 00m,283,31 Seats available,"4.7
12",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,20:25,02h 55m,343,29 Seats available,"4.7
9",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7057,e-SUP LUXURY (2+2),17:50,20:50,03h 00m,283,36 Seats available,"5.0
4",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7326,Super Luxury (Non AC Seater 2+2 Push Back),17:55,20:20,02h 25m,283,30 Seats available,"3.8
16",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),18:00,21:05,03h 05m,283,31 Seats available,"2.2
5",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,18:00,20:55,02h 55m,343,28 Seats available,"4.0
36",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7059,e-SUP LUXURY (2+2),18:30,21:30,03h 00m,283,36 Seats available,3.8,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7061,e-SUP LUXURY (2+2),18:50,21:50,03h 00m,283,31 Seats available,"4.1
10",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,19:00,21:40,02h 40m,343,28 Seats available,"4.1
21",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7336,Super Luxury (Non AC Seater 2+2 Push Back),19:15,22:15,03h 00m,283,31 Seats available,"2.9
19",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7063,e-SUP LUXURY (2+2),19:30,22:30,03h 00m,283,37 Seats available,3.8,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),20:00,22:50,02h 50m,343,27 Seats available,"3.9
13",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7065,e-SUP LUXURY (2+2),20:10,23:10,03h 00m,283,33 Seats available,3.8,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7302,Super Luxury (Non AC Seater 2+2 Push Back),20:40,00:35,03h 55m,283,31 Seats available,"3.5
11",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7067,e-SUP LUXURY (2+2),20:50,23:50,03h 00m,283,31 Seats available,"3.1
14",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7345,Super Luxury (Non AC Seater 2+2 Push Back),21:05,00:10,03h 05m,283,30 Seats available,"4.6
13",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 7396,Super Luxury (Non AC Seater 2+2 Push Back),21:30,00:30,03h 00m,283,31 Seats available,"3.9
19",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,500,20 Seats available,"3.5
10",Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00,21:55,03h 55m,600,18 Seats available,2.7,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,800,9 Seats available,4.0,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad
TGSRTC - 1135,Lahari Non A/C Sleeper Cum Seater,16:30,00:20,07h 50m,533,42 Seats available,"2.7
11",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,16:45,22:40,05h 55m,504,40 Seats available,"2.8
20",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1947,Rajdhani (AC Semi Sleeper 2+2),17:15,22:45,05h 30m,611,28 Seats available,"1.3
11",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),17:20,23:50,06h 30m,504,29 Seats available,"3.1
8",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,01:20,07h 50m,533,41 Seats available,"1.6
6",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7936,Super Luxury (Non AC Seater 2+2 Push Back),18:50,02:20,07h 30m,504,31 Seats available,"1.7
8",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7902,Super Luxury (Non AC Seater 2+2 Push Back),19:40,03:10,07h 30m,504,30 Seats available,"4.9
12",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7908,Super Luxury (Non AC Seater 2+2 Push Back),20:30,04:00,07h 30m,504,27 Seats available,"3.6
32",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,05:00,07h 30m,504,37 Seats available,"4.6
73",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7912,Super Luxury (Non AC Seater 2+2 Push Back),21:50,05:20,07h 30m,504,23 Seats available,"3.8
58",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 1966,Rajdhani (AC Semi Sleeper 2+2),22:00,05:15,07h 15m,611,29 Seats available,"4.2
46",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7961,LAHARI A/C SLEEPER CUM SEATER,22:30,06:00,07h 30m,611,32 Seats available,"4.1
81",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 7914,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:45,07h 30m,504,23 Seats available,"3.8
50",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,Non AC Seater (2+2),22:00,04:30,06h 30m,399,12 Seats available,"4.1
97",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,550,19 Seats available,"3.8
304",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,300,22 Seats available,"3.5
256",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
New Galaxy Travels,A/C Sleeper (2+1),22:15,04:00,05h 45m,540,17 Seats available,"4.1
163",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,22:45,05h 15m,300,23 Seats available,"3.3
319",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad
TGSRTC - 6914,Super Luxury (Non AC Seater 2+2 Push Back),16:50,23:05,06h 15m,451,30 Seats available,"3.5
9",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:30,07h 00m,470,30 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 1224,Deluxe (Non AC Seater 2+2),20:45,04:30,07h 45m,392,37 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8925,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:30,07h 00m,497,28 Seats available,"4.5
10",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8718,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:45,06h 00m,451,31 Seats available,"4.3
15",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8797,Rajdhani (AC Semi Sleeper 2+2),21:55,03:55,06h 00m,548,28 Seats available,"2.2
7",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 7646,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:00,06h 00m,451,18 Seats available,"4.7
14",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,22:05,03:30,05h 25m,548,34 Seats available,"3.5
27",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 9998,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,451,24 Seats available,"4.2
48",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8874,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:20,06h 05m,451,31 Seats available,"4.6
15",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8935,Super Luxury (Non AC Seater 2+2 Push Back),22:20,04:10,05h 50m,451,20 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8734,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:00,06h 30m,451,25 Seats available,"4.4
18",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8714,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:00,06h 15m,451,25 Seats available,3.7,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 34333,LAHARI A/C SLEEPER CUM SEATER,23:05,05:00,05h 55m,548,32 Seats available,"4.5
10",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
TGSRTC - 8742,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:45,06h 30m,451,29 Seats available,"3.7
18",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,580,14 Seats available,"4.8
99",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,780,8 Seats available,"4.6
146",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:10,05:00,05h 50m,494,16 Seats available,"4.4
62",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
Bharathi Tours & Travels,A/C Sleeper (2+1),23:25,05:00,05h 35m,621,13 Seats available,"4.6
32",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
VSR Tours and Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,584,11 Seats available,"4.8
22",Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad
APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,451,34 Seats available,"3.7
21",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,483,30 Seats available,"3.6
22",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,483,31 Seats available,"3.8
31",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,483,28 Seats available,"3.5
14",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4198,INDRA(A.C. Seater),22:00,03:20,05h 20m,585,33 Seats available,"4.3
129",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,483,26 Seats available,"3.6
49",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,483,26 Seats available,"4.1
51",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,817,33 Seats available,"4.2
54",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,483,16 Seats available,"4.0
33",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,743,46 Seats available,"3.8
86",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,04:00,05h 20m,626,18 Seats available,"4.2
49",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4154,INDRA(A.C. Seater),22:45,04:25,05h 40m,585,32 Seats available,"4.2
112",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4216,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,04:48,05h 58m,483,16 Seats available,"4.2
52",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:58,05h 58m,483,20 Seats available,"4.0
95",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
APSRTC - 4622,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:20,04h 50m,626,20 Seats available,"4.2
86",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,450,22 Seats available,"4.1
134",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
NueGo,Electric A/C Seater (2+2),22:15,05:25,07h 10m,337,10 Seats available,"4.0
328",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,509,16 Seats available,"4.6
415",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
AdIntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,829,15 Seats available,"4.7
373",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
Svkdt travels,A/C Sleeper (2+1),22:20,05:35,07h 15m,620,14 Seats available,"4.3
300",Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
TGSRTC - 7248,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:15,04h 45m,392,31 Seats available,"2.5
9",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),17:30,04:15,10h 45m,502,34 Seats available,"3.7
18",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,17:30,21:40,04h 10m,476,29 Seats available,"4.2
21",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7100,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:00,05h 00m,392,27 Seats available,"4.4
23",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7266,Super Luxury (Non AC Seater 2+2 Push Back),22:30,03:20,04h 50m,392,29 Seats available,"4.4
27",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7190,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:45,04h 45m,392,30 Seats available,"3.9
20",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 7192,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:20,04h 50m,392,28 Seats available,"4.3
44",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
TGSRTC - 9508,Rajdhani (AC Semi Sleeper 2+2),23:45,04:35,04h 50m,476,28 Seats available,"4.4
45",Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad
